"id","idade","genero","estado_civil","renda_familiar","frequencia_cinema","cenario","preco_pequena","preco_media","preco_grande","escolha","valor_gasto","satisfacao","recompra"
1743,"18-25","Masculino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1744,"18-25","Masculino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1745,"26-35","Feminino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1746,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1747,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1748,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
1749,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1750,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1751,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1752,"26-35","Feminino","Solteiro","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1753,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1754,"26-35","Feminino","Casado","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1755,"46+","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1756,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1757,"36-45","Masculino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1758,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1759,"18-25","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1760,"26-35","Feminino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1761,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1762,"18-25","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1763,"46+","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1764,"18-25","Masculino","Outros","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1765,"46+","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1766,"46+","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1767,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1768,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1769,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1770,"36-45","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
1771,"46+","Masculino","Casado","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1772,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1773,"26-35","Feminino","Outros","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1774,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1775,"26-35","Masculino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1776,"18-25","Feminino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1777,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1778,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1779,"46+","Feminino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1780,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1781,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1782,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1783,"46+","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1784,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1785,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1786,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1787,"26-35","Feminino","Casado","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1788,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1789,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1790,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1791,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1792,"36-45","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1793,"36-45","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1794,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1795,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1796,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1797,"46+","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1798,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1799,"46+","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1800,"18-25","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1801,"36-45","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1802,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1803,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1804,"46+","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1805,"26-35","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1806,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1807,"18-25","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1808,"18-25","Masculino","Casado","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1809,"46+","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1810,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1811,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1812,"18-25","Feminino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1813,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1814,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1815,"26-35","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1816,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1817,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1818,"18-25","Masculino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1819,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1820,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1821,"26-35","Feminino","Solteiro","5-10 SM","Semanalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1822,"36-45","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1823,"26-35","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1824,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1825,"36-45","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1826,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1827,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1828,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1829,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1830,"36-45","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1831,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1832,"36-45","Masculino","Outros","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1833,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1834,"18-25","Feminino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1835,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1836,"26-35","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1837,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1838,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1839,"18-25","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1840,"46+","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1841,"46+","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1842,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1843,"18-25","Masculino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1844,"46+","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1845,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1846,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1847,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1848,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1849,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1850,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1851,"36-45","Masculino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1852,"26-35","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1853,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1854,"46+","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1855,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1856,"36-45","Masculino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1857,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1858,"36-45","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1859,"36-45","Masculino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1860,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1861,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1862,"46+","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Sim"
1863,"36-45","Feminino","Outros","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1864,"26-35","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1865,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1866,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1867,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1868,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1869,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1870,"36-45","Feminino","Casado","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1871,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1872,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1873,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
1874,"26-35","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1875,"36-45","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1876,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1877,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1878,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1879,"18-25","Feminino","Solteiro","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1880,"18-25","Feminino","Outros","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1881,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1882,"36-45","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1883,"18-25","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1884,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1885,"36-45","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1886,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1887,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1888,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1889,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1890,"36-45","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1891,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1892,"36-45","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1893,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1894,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1895,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1896,"18-25","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1897,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1898,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1899,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1900,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1901,"46+","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1902,"36-45","Feminino","Solteiro","Acima 10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1903,"46+","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1904,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1905,"18-25","Feminino","Solteiro","Acima 10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1906,"46+","Feminino","Casado","Acima 10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1907,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1908,"26-35","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1909,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1910,"46+","Feminino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1911,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1912,"18-25","Masculino","Solteiro","Acima 10 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1913,"36-45","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
1914,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1915,"36-45","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1916,"18-25","Masculino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1917,"46+","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1918,"46+","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1919,"36-45","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1920,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1921,"36-45","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1922,"46+","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1923,"26-35","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1924,"18-25","Masculino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1925,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1926,"36-45","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1927,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1928,"46+","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1929,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1930,"18-25","Masculino","Outros","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1931,"46+","Masculino","Casado","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1932,"18-25","Feminino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1933,"46+","Feminino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1934,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1935,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1936,"18-25","Feminino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
